Nanage ಅನ್ಸುತ್ತೆ ಈ ವೀಡಿಯೋ ವನ್ನು ರಶ್ಮಿಯ ಮಂದಣ್ಣ ಫ್ಯಾನ್ಸ್ deslike ಮಾಡಿರಬಹುದು	Not_offensive
Karnataka one state but many world	Not_offensive
@Nandi Parthasarathi nanna shanta samana Bollywood Hollywood sulemagne modlu ninna ಮಾತೃಭಾಷೆ ಬೆಳಸು adu yare hero aagli	Offensive_Targeted_Insult_Individual
Song hosa tara feel kodute	Not_offensive
Prathiyobbara ಜೀವನ Da ಆಸೆಗಳು	Not_offensive
Kakka is ossm lol	Not_offensive
ತುಂಬು ಹೃದಯದ ಶುಭಾಶಯಗಳು ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಅಭಿಮಾನಿಗಳಿಂದ	Not_offensive
@Mithun KUDLA andh Dani!	not-Kannada
Gud job  nim nirdharakke nimma kelasakke Namma gowrava namaskara. kanditha nimge olle role kodo buddi nirdeshakarige  haagu kannda industry ge barabeku...	Not_offensive
Sorry theaters ge bardiddakke....best movie	Not_offensive
ನಮ್ d boss ಶಾಟ ಕ್ಕೂ ಸಮ ಇಲ್ಲಾ...ಮಗನೇ... ಅವುನ್ ಮಾಡಿದ ಫಿಲಂ ಅಷ್ಟು ಎಕ್ಸ್ಪೀರಿಯೆನ್ಸ್ ಆಗಿಲ್ಲ ತುಲ್ಲರೆ ಮಾತಾಡ್ತೀಯಾ ಹಾದರಗಿತ್ತಿ ಮಗನೇ....  lo mari evrella one film madi buildup tagotare... ಅವ್ರು ಫಸ್ಟ್ ಫಿಲಂ ಅಲ್ಲೇ ಕ್ರೇಜ್ ಹುಟ್ಟಿ ಹಾಕಿದವರು.... ಅವ್ರು ಫಸ್ಟ್ ಫಿಲಂ (ಮೆಜೆಸ್ಟಿಕ್ )ಫಿಲಂ ರಿಲೀಸ್ ಆದಾಗ.. ನಿನ್ ತುಣ್ಣಿ ಇನ್ನು ಬಲ್ತು  ಇರ್ಲಿಲ್ಲ ಗೂಬೆ ತುಲ್ಲಿಗೆ ಹುಟ್ಟಿದ್ ಬೋಳಿಮಗನೇ ನಿಮ್ಮ ಅವ್ವ ಸೂಳೆ	Offensive_Targeted_Insult_Group
@Entertainment Gaming okkk	not-Kannada
ಚಿತ್ರದ climax ಏ.... ಚಿತ್ರವನ್ನು ಮಂಕಾಗಿಸಿದೆ	Offensive_Targeted_Insult_Group
@Ŕävîñđŕå_02_GøWđřú ನೀ ತುಲ್ಯ	Offensive_Targeted_Insult_Individual
Views got struck	not-Kannada
His a bang bang	not-Kannada
Anjali Devi hi	not-Kannada
ತೂಗರಿ ತಿಪ್ಪ ಉತ್ತರ ಕರ್ನಾಟಕ ಜಾನಪದ ಹಾಸ್ಯಮಯವಾದ ಕಥೆ ತುಂಬಾ ಅದ್ಬುತವಾದದ್ದು	Not_offensive
Swag ka baap Rakshit Shetty..	not-Kannada
@*V C R* guru edunna modlu bale fansge helu avru start madidare nau end madthivi	Not_offensive
Sir.nivu superb sir.	Not_offensive
ನಿಜ ಹೇಳಿದ್ರು ಆದರೆ ಇದರಲ್ಲಿ ಸಬ್ಸ್ಕ್ರೈಬ್ ಇರೋದು ಮೂರು ಲಕ್ಷ  ಆನಂದಾಡಿಯೋದರಲ್ಲಿ ರಿಲೀಸ್ ಮಾಡಿದರೆ ಒಡೆಯ ಸಾಂಗ್ ಮೀರಿಸಿತಿತ್ತು	Not_offensive
Sar super song	not-Kannada
ನಿಜಕೂ ಈದು ಆಚರಿನೇ🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤥🤥🤥🤓🤡🤡🤡🤠🤠🤠	Offensive_Untargetede
E mathu	Not_offensive
Day ge 600K+ Views nEn haavli Guru	Not_offensive
@TROLL MONSTER_KANNADA nim Amman kalsu thoristhini	Offensive_Targeted_Insult_Individual
signature step is ultimate	not-Kannada
ಇಲ್ಲಿಂದ ನಿಮ್ಮ ವಿಜಯ ಯಾತ್ರೆ ಪ್ರಜ್ವಲಿಸಲಿ	Not_offensive
Elru nodle bekadaa video..	Not_offensive
@citizen408 ok bro	not-Kannada
Ondu trailer cut madak saryag baralla.trailet nodokke kasta agthide	Offensive_Targeted_Insult_Group
@TROLL MONSTER_KANNADA nim ammange nan hakde tunne nathangi siktale avl na vrdashramkke serstini yakandre ninge nodkollake yogyate illa adukkehogo jumper( chupper)	Offensive_Targeted_Insult_Individual
So 374 jana rashmika fans music video nodidare illi ವರಗೆ.	Not_offensive
ವಿಡಿಯೋ ಇದೆಯಾ ತೊಗರಿ ತಿಪ್ಪ	Not_offensive
ಕೌಶಲ್ಯ ಇದ್ದವರ ಸಂಖ್ಯೆ ಕಡಿಮೆ ಇಲ್ಲ ಸರ್ ತುಂಬಾ ಪ್ರತಿಭಾವಂತರಿದ್ದಾರೆ.... influence ಪವರ್ ತುಂಬಾ ಇದೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ influence ಇಲ್ಲ ಅಂದ್ರೆ ಯಾವನು ಮೂಸಿ ಕೂಡ ನೋಡಲ್ಲ ನಮ್ಮ ದೇಶದಲ್ಲಿ....ಅದಕ್ಕೆ ಕೌಶಲ್ಯ ಇದ್ದೋರಿಗೆ ಕೆಲಸ ಸಿಗ್ತಿಲ್ಲ.....	Offensive_Targeted_Insult_Group
ಕನ್ನಡ ನಾಡಿನ ಕೀರ್ತಿ ಜಗತ್ತಿನೆಲ್ಲೆಡೆ ಹರಡಲಿ ಅಂತ ಬಯಸುತ್ತೇನೆ	Not_offensive
Thankz bro troll alla bro Roast	Not_offensive
Nav gottala d boss fans	Not_offensive
Yes re release madbeku	Not_offensive
Hands up super song	not-Kannada
Boring song .....astu power illa....not like KGF	Offensive_Targeted_Insult_Group
@Sweekar Gowdaadyaru badavarige Uta sigtilla ande yallo nAa place n mobile number kalsu nNim mane hatra tane	Offensive_Targeted_Insult_Individual
Sakath beats..Matte Matte kelabeku anno song..	Not_offensive
ಸೂಪರ್ story kannada savira	Not_offensive
ದಿನಕ್ಕೆ ಹತ್ತು ಗಿಂತ ಎಚ್ಚಗಿ ನೋಡ್ತಾ ಇದೀನಿ ಮಸ್ತ್ ಇದೆ ಬ್ಯಾಗ್ರೌಂಡ್ ಮ್ಯೂಸಿಕ್ ಚಿಂದಿ ಚಿತ್ರಾನ್ನ	Not_offensive
Mahesh. Sanagoudar. Bhagojikoppa	Not_offensive
ಆ ನೂರ ಕೋಟಿ ಭಾರತಕ್ಕೆ ಅಲ್ಲ ಇಡಿ ವಿಶ್ವಕ್ಕೆ	Not_offensive
Waiting for the film.....ನೋಡಲು ಕಾತುರನಾಗಿದ್ದೇನೆ	Not_offensive
Next leval movie in prajval	not-Kannada
Super making super cinematography	Not_offensive
Guru same feeling...	not-Kannada
Pap pabap pap pabapabapap!nTin ti din tin tiditididinnRead in a flownnADDITCTED	not-Kannada
guru despande olle director kate na channagi toeisutare	Not_offensive
@AJITH S SHETTY nanu karthik shetty manglurininda	Not_offensive
I think Sanskrit?	not-Kannada
S super chamayya mestre nimma valletana	Not_offensive
Every day i am listening	Not_offensive
Appu boss kade enda.    Asn.  Movie ge.  Full support edhe	Not_offensive
Amazed Amazing Amazefull	Not_offensive
ಸೂಪರ್ ಕಾಮಿಡಿ ಸ್ಪೀಚ್ ಬ್ರದರ್	Not_offensive
ಸಿನಿಮಾದಲ್ಲಿ ಐದಾರು ಹಾಡುಗಳು ಇಡುವ ಕಾಲದಲ್ಲಿ  ಈಡಿ ಸಿನಿಮಾದ ಕಥೆ ಒಂದು ಹಾಡಿನಲ್ಲಿ   ಆಡಗಿದೆ ಯಾರೆಲ್ಲ ಆ ಹಾಡಿಗೆ ಕಾಯುತ್ತಿದಿರ?....	Not_offensive
Super movi yallru nodi tumbba tumbba istavada movi	Not_offensive
Waiting  ASN	not-Kannada
India kudda Munde baruthe But late....navella Odmele	Not_offensive
ಅವಾಗ  ಕಬ್ಜ. ದರ್ಶನ. ಇವ್ರೆಲ್ಲಾ ಬಂದು  ಕೆಡವಕ್ತಾರೆ.	Offensive_Targeted_Insult_Group
12 dislikes by gandu nanmakalu	Offensive_Targeted_Insult_Other
Ta bro your ginias	not-Kannada
ರಾಜವಂಶದ ಅಭಿಮಾನಿಗಳು ಕಡೆ ಇಂದ all the best ...	Not_offensive
Tik tok vade gala	not-Kannada
Le tukali like dislike janakke bittaddu	Offensive_Targeted_Insult_Group
Nyc bro	not-Kannada
Ayyo guru... Yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare guru.nMahabharata tumba olle moral story. Jeevanakke bekagiro tumba paata ide idralli. Adunella use madkondu olle jeevna madbeku aste.	Offensive_Untargetede
ತುಂಬಾ ಅದ್ಭುತ ಕತೆ	Not_offensive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not_offensive
Bossu Bgm dance	not-Kannada
ತೊಗರಿ  ತಿಪ್ಪ  ಸುಪರ್  ಕಾಮಿಡಿ	Not_offensive
@prithvi nayak ಅದಿಕ್ಕೆ ನಿಮ್ಮ ಲುಚ್ಚಾ ಹೆಂಡ್ತಿ ಮೇಲೆ ಅನುಮಾನ ಪಟ್ಟು ಡೈವರ್ಸ್ ಮಾಡೋಕೆ ಹೋಗಿದ್ದ ಯಾರೋ ಬುದ್ದಿ ಹೇಳಿದರೆ... ಗಂಡರ ಗಂಡ ಜಗ ಮಿಂಡ ನಿಮ್ಮ ಕಾಮಣ್ಣ... ಲುಚ್ಚಾ ಬಳೆಗಾರ	Offensive_Targeted_Insult_Individual
